Year,Month,Day,Time(hhmmss.mm)UTC,Latitude,Longitude,Magnitude,Depth,Catalog
  2007,01,01,144612   , 45.120,-120.933,2.5, 19,PDE  
  2007,01,02,014816.29, 35.938,-120.489,3.1, 10,PDE  
  2007,01,02,143847.62, 40.485,-124.760,2.9, 23,PDE  
  2007,01,03,090831.60, 41.733, -80.179,2.5,  5,PDE  
  2007,01,03,143438.54, 37.067,-104.895,4.4,  5,PDE  
  2007,01,03,230545   , 35.920, -83.960,2.6, 14,PDE  
  2007,01,04,083011.26, 45.123,-120.937,3.0, 18,PDE  
  2007,01,04,235149.61, 38.834,-122.796,3.2,  3,PDE  
  2007,01,06,040844.97, 47.025, -76.234,3.3, 18,PDE  
  2007,01,06,070401.18, 37.759,-122.157,2.4,  3,PDE  
  2007,01,06,223316.04, 27.778,-111.193,3.7, 10,PDE  
  2007,01,07,002712.16, 39.934,-116.678,3.0,  5,PDE  
  2007,01,07,092038.77, 38.388,-122.615,3.1,  9,PDE  
  2007,01,07,150047.44, 32.657,-115.627,3.2, 14,PDE  
  2007,01,08,030534.72, 33.624,-116.757,2.8, 19,PDE  
  2007,01,08,214602.91, 34.536, -96.429,2.5,  5,PDE  
  2007,01,09,101040.12, 43.666,-108.106,3.5,  5,PDE  
  2007,01,09,140155.63, 32.682,-116.048,3.1,  9,PDE  
  2007,01,09,223342.85, 36.921,-121.425,3.1,  8,PDE  
  2007,01,09,223345.25, 35.941,-120.492,2.9, 10,PDE  
  2007,01,10,032558.88, 36.463,-121.041,2.8,  7,PDE  
  2007,01,10,045355.30, 46.197,-122.189,3.1,  0,PDE  
  2007,01,10,161527.77, 37.480,-118.842,3.0,  3,PDE  
  2007,01,11,042202.32, 34.041,-117.540,2.9,  9,PDE  
  2007,01,12,112750.29, 38.390,-122.615,3.6,  9,PDE  
  2007,01,12,151331.70, 37.640,-115.128,2.7,  0,PDE  
  2007,01,13,162556.07, 40.520,-123.077,2.9, 33,PDE  
  2007,01,13,235735   , 32.985,-115.578,2.9, 12,PDE  
  2007,01,14,014424   , 38.990,-111.340,2.7,  1,PDE  
  2007,01,14,051736.69, 36.878,-104.930,3.2,  5,PDE  
  2007,01,14,072113.79, 46.199,-122.189,3.0,  0,PDE  
  2007,01,15,070003.15, 33.706,-116.045,3.0, 13,PDE  
  2007,01,15,131241   , 44.790,-111.030,2.5,  1,PDE  
  2007,01,15,182216.65, 38.774,-122.700,3.1,  3,PDE  
  2007,01,16,151739.20, 39.354,-118.102,2.8, 10,PDE  
  2007,01,17,140108.04, 37.407,-118.531,3.6,  7,PDE  
  2007,01,17,160747.80, 32.982,-116.316,3.7,  4,PDE  
  2007,01,17,163729.21, 35.077,-118.306,2.9,  2,PDE  
  2007,01,17,174322.25, 37.120,-121.522,3.4,  7,PDE  
  2007,01,17,174441.05, 32.985,-116.316,2.9,  4,PDE  
  2007,01,17,223644.01, 32.985,-116.315,2.9,  5,PDE  
  2007,01,18,062106.42, 30.493,-114.086,4.8, 10,PDE  
  2007,01,18,090459   , 37.070,-112.430,2.5, 16,PDE  
  2007,01,18,155947.18, 38.777,-119.615,3.3,  9,PDE  
  2007,01,18,200420.30, 32.984,-116.307,3.1,  4,PDE  
  2007,01,19,191708.40, 32.983,-116.320,3.2,  5,PDE  
  2007,01,20,081241.16, 45.122,-120.945,3.0, 15,PDE  
  2007,01,20,172000.87, 42.637, -78.796,2.6,  8,PDE  
  2007,01,21,232157.84, 34.248,-118.950,2.7,  3,PDE  
  2007,01,22,052742   , 46.120,-111.580,2.9,  8,PDE  
  2007,01,22,084628.36, 37.622,-119.421,2.9, 12,PDE  
  2007,01,22,085717.60, 37.620,-119.424,3.0, 14,PDE  
  2007,01,23,065219.48, 44.362,-110.790,2.8,  1,PDE  
  2007,01,23,134909.81, 46.199,-122.192,2.8,  0,PDE  
  2007,01,23,214629.56, 40.376,-124.507,2.9, 23,PDE  
  2007,01,24,113016   , 37.413,-117.099,4.1,  6,PDE  
  2007,01,24,120553.72, 37.420,-117.089,3.2,  5,PDE  
  2007,01,24,121409.27, 37.419,-117.095,3.0,  6,PDE  
  2007,01,24,125250.05, 37.428,-117.082,2.9,  5,PDE  
  2007,01,24,133202.60, 37.418,-117.082,2.8,  5,PDE  
  2007,01,24,134252.74, 40.312,-124.585,4.4, 19,PDE  
  2007,01,24,134805.84, 40.308,-124.568,2.9, 20,PDE  
  2007,01,26,085811.14, 46.109, -75.144,2.6, 18,PDE  
  2007,01,26,092349   , 47.797,-123.032,3.2, 46,PDE  
  2007,01,29,070440.16, 40.450,-125.273,3.3,  1,PDE  
  2007,01,29,103952.30, 32.076,-115.087,2.9,  9,PDE  
  2007,01,29,120241.85, 26.821,-114.231,4.1, 10,PDE  
  2007,01,29,125202.48, 26.945,-114.196,4.0, 10,PDE  
  2007,01,29,211053.26, 34.234,-118.375,2.7,  6,PDE  
  2007,01,30,024752.36, 45.565, -74.564,2.9, 18,PDE  
  2007,01,30,144922   , 44.592,-110.615,2.8,  5,PDE  
  2007,01,30,161252   , 32.436,-115.017,4.1,  7,PDE  
  2007,01,30,165551.43, 40.306,-124.568,2.9, 19,PDE  
  2007,01,30,212029.39, 33.664, -87.107,2.6,  1,PDE  
  2007,01,30,235624.40, 34.214,-117.508,3.3,  6,PDE  
  2007,01,31,121452.27, 40.121,-123.045,3.3, 42,PDE  
  2007,01,31,154621.51, 35.075,-118.307,2.8,  3,PDE  
  2007,01,31,215454.94, 46.961,-120.382,2.7,  3,PDE  
  2007,01,31,234743   , 36.910, -89.010,2.9, 16,PDE  
  2007,02,01,164845.58, 44.270, -69.868,2.1,  8,PDE  
  2007,02,01,234521.69, 46.196,-122.191,3.4,  0,PDE  
  2007,02,02,104841.57, 38.814,-122.787,2.6,  4,PDE  
  2007,02,03,130526.32, 36.994,-121.453,3.2,  8,PDE  
  2007,02,04,102110.99, 37.963,-118.663,3.2,  8,PDE  
  2007,02,04,182930.32, 40.152,-123.816,2.8, 23,PDE  
  2007,02,05,193823.48, 32.695,-116.061,2.9,  8,PDE  
  2007,02,05,194846.50, 32.067,-115.033,3.4,  8,PDE  
  2007,02,07,070217.99, 35.347,-101.764,2.5,  5,PDE  
  2007,02,07,103558.70, 44.033,-102.580,3.1,  5,PDE  
  2007,02,08,074649.70, 40.430,-106.844,2.7,  5,PDE  
  2007,02,08,085828   , 38.303,-112.597,3.1,  0,PDE  
  2007,02,09,033344.07, 33.211,-116.148,4.2, 12,PDE  
  2007,02,09,044409   , 45.370,-112.600,2.7, 11,PDE  
  2007,02,11,165544.33, 39.728,-123.356,3.1,  0,PDE  
  2007,02,12,183233.66, 35.441, -97.459,2.8,  5,PDE  
  2007,02,13,001548.89, 35.459, -97.482,2.8,  5,PDE  
  2007,02,13,183932.63, 45.124,-120.942,2.9, 20,PDE  
  2007,02,13,184238.72, 45.119,-120.931,2.7, 19,PDE  
  2007,02,14,001546.24, 46.199,-122.187,3.4,  1,PDE  
  2007,02,14,085114.80, 32.617,-115.580,3.7,  5,PDE  
  2007,02,15,034422   , 44.620,-112.090,3.1, 11,PDE  
  2007,02,15,101902.05, 35.066,-118.300,2.8,  3,PDE  
  2007,02,16,151718.99, 37.584,-118.873,2.8,  6,PDE  
  2007,02,18,013926.92, 40.544,-124.381,3.0, 23,PDE  
  2007,02,18,015644.18, 36.885,-121.625,2.8,  8,PDE  
  2007,02,18,151410.85, 38.801,-122.800,2.8,  0,PDE  
  2007,02,19,045201   , 38.820,-122.790,2.9,  5,PDE  
  2007,02,19,064250.47, 40.964,-124.573,3.3, 15,PDE  
  2007,02,19,155641.74, 38.738,-122.727,2.9,  2,PDE  
  2007,02,19,212047.96, 46.198,-122.189,2.9,  0,PDE  
  2007,02,20,164613.20, 35.783,-121.379,3.7,  7,PDE  
  2007,02,20,174014.81, 32.837,-117.666,3.1,  6,PDE  
  2007,02,21,154653.19, 37.436,-118.844,2.9,  6,PDE  
  2007,02,21,222156.28, 37.176,-121.957,3.0,  5,PDE  
  2007,02,22,004159.32, 34.325,-116.847,2.9,  3,PDE  
  2007,02,22,082451.08, 38.836,-122.736,3.2,  1,PDE  
  2007,02,23,002516.38, 40.113,-116.310,3.5,  5,PDE  
  2007,02,23,064556.27, 26.101,-110.483,3.3, 10,PDE  
  2007,02,23,143904   , 44.480,-114.140,3.1,  7,PDE  
  2007,02,23,234615   , 37.865,-122.241,3.3, 11,PDE  
  2007,02,24,183928.37, 39.352,-123.272,3.1,  0,PDE  
  2007,02,25,011833.67, 26.002,-110.461,5.2, 10,PDE  
  2007,02,25,035220   , 42.450,-110.690,3.9,  0,PDE  
  2007,02,25,053431.85, 37.857,-122.250,2.6,  8,PDE  
  2007,02,25,105806.81, 46.196,-122.190,2.9,  0,PDE  
  2007,02,25,112419.15, 37.099,-104.773,3.1,  5,PDE  
  2007,02,25,115941.50, 32.651,-116.012,3.1,  0,PDE  
  2007,02,25,150041.15, 26.146,-110.421,5.9, 10,PDE  
  2007,02,25,150349.14, 26.029,-110.613,5.2, 10,PDE  
  2007,02,25,160443.41, 38.777,-122.753,2.9,  2,PDE  
  2007,02,25,170227.48, 37.306,-121.075,3.5,  6,PDE  
  2007,02,25,184325.87, 42.941,-111.399,2.6,  5,PDE  
  2007,02,26,121954.48, 40.643,-124.866,5.4,  0,PDE  
  2007,02,26,155506.06, 38.393,-122.572,2.8,  4,PDE  
  2007,02,27,113201.87, 26.189,-110.344,   , 10,PDE  
  2007,02,27,114437.02, 26.029,-110.312,4.3, 10,PDE  
  2007,02,27,222306.47, 26.003,-110.248,4.5, 10,PDE  
  2007,02,28,0545     , 44.650,-110.250,2.9,  1,PDE  
  2007,02,28,104739.50, 38.806,-122.788,3.3,  2,PDE  
  2007,02,28,114741.37, 41.154,-114.869,3.6, 11,PDE  
  2007,02,28,144610.26, 41.147,-114.860,3.1,  4,PDE  
  2007,03,01,060642.89, 45.655,-122.762,2.2, 18,PDE  
  2007,03,01,081553.72, 38.154,-116.244,3.3, 19,PDE  
  2007,03,01,100731.97, 45.125,-120.929,3.6, 22,PDE  
  2007,03,02,015130.25, 37.449,-118.842,2.6,  9,PDE  
  2007,03,02,015816.86, 48.707,-124.788,3.1, 34,PDE  
  2007,03,02,044000.75, 37.897,-122.111,4.2, 16,PDE  
  2007,03,02,044613.41, 37.898,-122.111,2.7, 15,PDE  
  2007,03,02,092830.83, 38.777,-122.722,3.1,  3,PDE  
  2007,03,04,024331   , 44.340,-116.370,2.9, 14,PDE  
  2007,03,04,121820.59, 40.520,-124.676,2.9, 21,PDE  
  2007,03,05,072214.14, 43.627,-110.575,2.7,  5,PDE  
  2007,03,05,152746.31, 38.059,-121.881,2.8, 17,PDE  
  2007,03,06,001217.19, 37.978,-118.654,3.3,  9,PDE  
  2007,03,06,112227.18, 38.753,-122.709,2.9,  2,PDE  
  2007,03,07,131445.06, 37.933,-122.053,   , 10,PDE  
  2007,03,07,164053.07, 36.764,-121.272,2.9,  8,PDE  
  2007,03,08,054721.69, 36.564,-121.153,3.2,  4,PDE  
  2007,03,09,031732.12, 38.428,-119.376,4.7,  9,PDE  
  2007,03,09,033118.95, 38.189,-118.389,2.8, 10,PDE  
  2007,03,09,121154.82, 37.965,-122.348,   ,  6,PDE  
  2007,03,09,154216.66, 36.082,-117.858,2.9,  8,PDE  
  2007,03,09,192225.31, 38.814,-122.824,2.8,  2,PDE  
  2007,03,09,213933.92, 38.436,-119.372,2.5,  9,PDE  
  2007,03,11,023313.27, 44.954, -73.840,2.5,  7,PDE  
  2007,03,11,104948.80, 46.197,-122.188,2.9,  1,PDE  
  2007,03,12,063214.59, 37.061,-104.937,3.4,  5,PDE  
  2007,03,12,231816.41, 41.280, -81.380,3.7,  5,PDE  
  2007,03,13,025904.40, 26.261,-110.537,6.0, 26,PDE  
  2007,03,13,161837   , 44.660,-113.260,2.6, 13,PDE  
  2007,03,14,032016.65, 33.785, -82.317,2.1,  5,PDE  
  2007,03,14,032618.70, 42.098,-120.234,2.8,  9,PDE  
  2007,03,14,183056.65, 38.435,-119.354,2.8,  7,PDE  
  2007,03,14,211908.36, 39.610,-123.418,3.1,  8,PDE  
  2007,03,16,073003   , 35.523,-120.803,3.0,  4,PDE  
  2007,03,17,230909.24, 38.821,-122.801,2.8,  3,PDE  
  2007,03,19,194357.66, 40.277,-121.367,2.8,  5,PDE  
  2007,03,20,230930   , 45.340,-112.630,2.6,  8,PDE  
  2007,03,21,055807.32, 37.743,-122.150,2.4,  3,PDE  
  2007,03,21,155537.95, 43.760, -71.580,2.7,  8,PDE  
  2007,03,21,211800.22, 37.117,-121.522,2.9,  7,PDE  
  2007,03,22,061821.89, 40.241,-122.772,2.9, 15,PDE  
  2007,03,22,102627.63, 46.196,-122.190,3.1,  0,PDE  
  2007,03,22,140809   , 47.404,-122.740,2.9, 29,PDE  
  2007,03,23,081549.84, 39.464, -95.341,3.1,  5,PDE  
  2007,03,23,141533.28, 33.652, -87.067,2.6,  5,PDE  
  2007,03,24,165117.50, 46.340, -72.678,2.8, 18,PDE  
  2007,03,25,014336.81, 46.863,-121.746,2.7,  0,PDE  
  2007,03,25,061730.18, 36.572,-121.331,3.0,  7,PDE  
  2007,03,25,123152.99, 36.005,-117.808,2.8,  1,PDE  
  2007,03,25,131747.98, 30.415,-114.099,3.6, 10,PDE  
  2007,03,25,135540.49, 33.012,-119.348,2.9,  7,PDE  
  2007,03,25,175143   , 32.463,-115.133,3.9,  6,PDE  
  2007,03,25,231618.35, 42.244,-121.941,2.7,  7,PDE  
  2007,03,26,130353.57, 38.234,-118.354,2.7,  9,PDE  
  2007,03,26,164915.60, 42.546, -73.938,1.8,  0,PDE  
  2007,03,26,225214.46, 39.439,-123.107,2.9,  3,PDE  
  2007,03,27,211538.91, 34.774,-117.224,3.0,  4,PDE  
  2007,03,27,231425.69, 40.386,-125.507,3.4, 16,PDE  
  2007,03,29,053931   , 45.340,-112.580,3.7, 13,PDE  
  2007,03,30,090935   , 36.028,-117.775,4.0,  0,PDE  
  2007,03,30,160729.18, 39.746,-122.844,2.8,  0,PDE  
  2007,03,30,200030.27, 48.685,-122.458,3.0,  7,PDE  
  2007,04,01,133856.89, 38.797,-122.760,2.9,  3,PDE  
  2007,04,01,154430.96, 45.127,-120.949,2.6, 19,PDE  
  2007,04,02,010415   , 37.370,-118.375,3.9, 15,PDE  
  2007,04,02,213309.14, 46.197,-122.194,2.7,  0,PDE  
  2007,04,03,050823.94, 36.251,-120.812,3.3,  6,PDE  
  2007,04,04,094558.62, 46.198,-122.197,2.6,  0,PDE  
  2007,04,04,112703.40, 34.190,-117.950,3.4, 12,PDE  
  2007,04,04,203719.22, 35.596,-120.840,3.3,  7,PDE  
  2007,04,04,223049.41, 42.317,-121.819,2.8,  2,PDE  
  2007,04,05,225429   , 40.311,-124.578,4.1, 18,PDE  
  2007,04,06,013437   , 36.090, -89.410,2.7, 10,PDE  
  2007,04,06,124737.53, 43.247,-125.982,2.8, 10,PDE  
  2007,04,06,192545.82, 40.711,-124.186,3.3, 17,PDE  
  2007,04,07,031358.29, 34.516,-118.098,2.9, 11,PDE  
  2007,04,07,170423.98, 46.198,-122.188,2.7,  0,PDE  
  2007,04,07,235503   , 40.615,-124.752,4.1,  7,PDE  
  2007,04,08,094041.23, 45.126,-120.936,3.1, 23,PDE  
  2007,04,10,014030.28, 37.974,-118.723,2.8,  8,PDE  
  2007,04,10,132724.44, 34.070,-118.952,3.4, 15,PDE  
  2007,04,11,023217.48, 43.325, -76.966,2.6,  7,PDE  
  2007,04,11,201648.84, 47.281,-123.104,2.9, 47,PDE  
  2007,04,11,235655.61, 37.478,-118.837,3.2,  4,PDE  
  2007,04,12,161702   , 36.746,-121.341,3.1,  8,PDE  
  2007,04,12,220320.45, 41.722, -82.924,2.8,  5,PDE  
  2007,04,14,001118.02, 40.653,-121.881,3.1, 16,PDE  
  2007,04,14,051911.69, 37.478,-118.839,3.2,  4,PDE  
  2007,04,15,012129.24, 48.990,-122.148,2.8, 11,PDE  
  2007,04,15,123011.50, 46.192,-122.186,2.7,  0,PDE  
  2007,04,15,142749.36, 39.469,-123.103,3.0,  6,PDE  
  2007,04,15,175554.82, 40.745,-125.308,2.9,  0,PDE  
  2007,04,15,225726   , 32.692,-116.056,4.3,  8,PDE  
  2007,04,16,065031.11, 40.606,-100.745,3.0,  5,PDE  
  2007,04,17,072945.29, 36.744,-121.338,3.0,  8,PDE  
  2007,04,17,223123.24, 34.162,-117.423,2.9, 11,PDE  
  2007,04,18,024701   , 34.132,-117.475,   ,  5,PDE  
  2007,04,18,070638.61, 40.468,-125.683,3.1, 21,PDE  
  2007,04,18,075011.28, 40.466,-125.617,2.8, 11,PDE  
  2007,04,18,084222.33, 39.465,-123.106,4.8,  6,PDE  
  2007,04,18,093337.73, 32.676,-116.059,2.8,  9,PDE  
  2007,04,18,111657.59, 34.660,-121.506,4.0,  5,PDE  
  2007,04,18,222312   , 33.448,-116.594,3.5, 11,PDE  
  2007,04,19,035244.41, 39.441,-123.106,3.2,  4,PDE  
  2007,04,19,062733.80, 39.450,-123.104,2.8,  5,PDE  
  2007,04,19,113331.98, 32.683,-116.064,2.9, 10,PDE  
  2007,04,19,120123.61, 32.691,-116.061,2.8, 10,PDE  
  2007,04,20,014211.95, 40.231, -75.892,2.1,  7,PDE  
  2007,04,20,032526.64, 38.665,-119.506,3.6,  0,PDE  
  2007,04,20,112806.69, 34.032,-117.174,2.9, 13,PDE  
  2007,04,21,100419.34, 32.681,-116.055,3.3, 10,PDE  
  2007,04,21,173426.67, 46.972, -75.148,2.9, 17,PDE  
  2007,04,22,014755   , 34.280,-118.462,2.7, 12,PDE  
  2007,04,22,201001.80, 39.481,-123.107,3.0,  6,PDE  
  2007,04,23,040857   , 34.215,-119.928,3.1,  6,PDE  
  2007,04,23,161125.04, 41.193,-120.329,2.9,  0,PDE  
  2007,04,23,193049.29, 34.288,-118.475,3.1, 12,PDE  
  2007,04,24,043309.39, 44.457,-116.176,3.5,  5,PDE  
  2007,04,24,044021.94, 44.411,-115.947,2.6,  5,PDE  
  2007,04,24,053915.15, 44.394,-116.166,2.9,  5,PDE  
  2007,04,24,073059.59, 44.496,-116.126,2.5,  5,PDE  
  2007,04,24,093501.26, 42.584,-102.936,2.7,  5,PDE  
  2007,04,24,133008.60, 32.481,-115.195,3.3,  3,PDE  
  2007,04,24,210828.53, 38.795,-122.796,4.4,  2,PDE  
  2007,04,24,223209.57, 39.446,-123.106,2.9,  4,PDE  
  2007,04,25,032656.90, 39.445,-123.108,2.9,  3,PDE  
  2007,04,25,054915.02, 39.581,-123.354,2.8,  9,PDE  
  2007,04,25,162047.10, 32.768,-115.441,3.2, 15,PDE  
  2007,04,26,114657.50, 32.205,-115.822,3.3,  5,PDE  
  2007,04,26,232902.51, 34.717,-116.297,3.0,  5,PDE  
  2007,04,27,154250.56, 37.096,-115.320,3.6,  5,PDE  
  2007,04,27,170830.25, 37.123,-115.294,2.5,  0,PDE  
  2007,04,27,195511.36, 37.131,-115.294,3.6,  9,PDE  
  2007,04,28,080456   , 34.124,-117.302,3.3, 14,PDE  
  2007,04,28,132812.51, 39.438,-123.099,3.0,  0,PDE  
  2007,04,28,145517.50, 33.074,-116.499,3.3, 11,PDE  
  2007,04,29,072012.39, 32.682,-116.058,3.3, 12,PDE  
  2007,04,29,083920.03, 47.485,-115.977,2.9,  5,PDE  
  2007,04,29,091313   , 40.990,-110.670,2.5,  2,PDE  
  2007,04,29,130632.08, 38.800,-122.726,3.3,  8,PDE  
  2007,04,29,140719.26, 32.683,-116.058,2.9, 11,PDE  
  2007,04,29,142325.67, 44.317, -68.155,1.9,  5,PDE  
  2007,04,29,184436.71, 39.438,-123.098,2.8,  2,PDE  
  2007,04,30,052352   , 33.365,-116.387,3.0,  9,PDE  
  2007,04,30,150637   , 33.368,-116.387,2.8,  9,PDE  
  2007,04,30,155128.10, 38.820,-122.823,3.1,  3,PDE  
  2007,04,30,215731.73, 38.720,-119.622,3.5, 11,PDE  
  2007,05,01,090949   , 44.230,-110.770,2.7,  0,PDE  
  2007,05,02,064441.70, 37.106,-115.280,2.5,  0,PDE  
  2007,05,02,111616.13, 45.127,-120.942,3.3, 18,PDE  
  2007,05,02,130150.30, 39.468,-123.096,3.0,  5,PDE  
  2007,05,02,155853   , 38.510,-112.200,2.9,  1,PDE  
  2007,05,02,161826   , 38.510,-112.210,2.7,  0,PDE  
  2007,05,02,164524   , 38.510,-112.210,2.8,  0,PDE  
  2007,05,02,192019.76, 37.855,-122.287,2.9,  8,PDE  
  2007,05,03,144039.87, 39.468,-123.095,3.0,  6,PDE  
  2007,05,04,161628.18, 33.797, -87.299,3.0,  5,PDE  
  2007,05,05,000143.80, 32.087,-115.768,4.1,  3,PDE  
  2007,05,05,000710.40, 32.069,-115.770,3.0,  1,PDE  
  2007,05,05,115044.95, 46.192,-122.193,2.9,  0,PDE  
  2007,05,06,180021.92, 40.767,-121.561,2.9,  8,PDE  
  2007,05,07,010305.11, 40.768,-121.567,2.8,  7,PDE  
  2007,05,07,065413   , 47.280,-113.610,3.2, 19,PDE  
  2007,05,07,073448.76, 40.769,-121.562,2.8,  8,PDE  
  2007,05,07,075258.77, 40.767,-121.562,3.6,  8,PDE  
  2007,05,07,134137.06, 28.842,-113.306,4.0, 10,PDE  
  2007,05,07,152204.20, 31.191,-116.665,3.4,  2,PDE  
  2007,05,08,154649.11, 45.394,-112.130,4.4, 13,PDE  
  2007,05,09,032153   , 48.110,-115.130,3.1,  9,PDE  
  2007,05,09,075003.83, 40.375,-125.016,5.4,  0,PDE  
  2007,05,09,080731.34, 40.384,-124.955,4.5,  0,PDE  
  2007,05,09,082544.20, 32.386,-115.337,3.0,  4,PDE  
  2007,05,09,201405.80, 32.102,-115.750,3.0,  3,PDE  
  2007,05,10,171205.19, 40.321,-124.649,3.2, 18,PDE  
  2007,05,11,053514.62, 47.533,-122.770,2.5, 21,PDE  
  2007,05,11,055522.58, 46.708, -76.092,3.2, 18,PDE  
  2007,05,11,085913.28, 34.022,-119.292,3.0,  0,PDE  
  2007,05,11,180809.76, 46.208,-122.281,3.0,  0,PDE  
  2007,05,13,021606.28, 37.258,-121.640,3.0,  5,PDE  
  2007,05,13,184627.91, 40.220,-121.158,2.9,  3,PDE  
  2007,05,13,215448.44, 34.206,-118.576,3.0, 19,PDE  
  2007,05,13,224216.60, 38.844,-107.421,2.8,  1,PDE  
  2007,05,14,081030   , 43.706, -73.249,2.9,  5,PDE  
  2007,05,15,041954.26, 40.311, -76.030,2.1,  7,PDE  
  2007,05,16,130455.31, 34.051,-118.933,2.3, 12,PDE  
  2007,05,16,132221.42, 33.300, -92.587,3.0,  5,PDE  
  2007,05,17,021633.62, 38.495,-122.729,3.0,  5,PDE  
  2007,05,17,160530.83, 33.182,-115.607,3.2,  3,PDE  
  2007,05,17,160550.40, 33.186,-115.608,3.1,  1,PDE  
  2007,05,17,205736.24, 36.071,-117.901,3.1,  5,PDE  
  2007,05,18,085548.57, 36.566,-121.156,2.9,  2,PDE  
  2007,05,19,150610   , 45.400,-112.150,2.5, 10,PDE  
  2007,05,19,171849.71, 38.932,-107.536,3.3,  1,PDE  
  2007,05,20,081313.45, 40.306,-122.205,2.8, 24,PDE  
  2007,05,20,094043.80, 32.970,-115.921,3.6,  4,PDE  
  2007,05,20,220524   , 45.410,-112.110,3.0, 14,PDE  
  2007,05,20,231019.54, 37.364,-121.727,3.3,  6,PDE  
  2007,05,22,035610.89, 38.859,-107.490,2.5,  1,PDE  
  2007,05,22,113412.15, 35.861,-120.412,4.0,  9,PDE  
  2007,05,22,134636.96, 40.339,-124.675,3.3, 11,PDE  
  2007,05,22,150506.31, 45.366,-112.528,1.1,  6,PDE  
  2007,05,22,181330.82, 33.504,-116.473,2.8, 11,PDE  
  2007,05,22,205519.80, 31.364,-114.167,3.7, 12,PDE  
  2007,05,23,051655.15, 34.067,-106.940,3.4,  5,PDE  
  2007,05,23,155918.99, 39.446,-123.107,2.9,  5,PDE  
  2007,05,24,061139   , 34.199,-117.383,3.9, 12,PDE  
  2007,05,24,061515   , 34.203,-117.376,3.9, 10,PDE  
  2007,05,24,125215.17, 38.825,-122.791,2.9,  2,PDE  
  2007,05,24,152150.05, 33.864, -80.904,2.4, 10,PDE  
  2007,05,24,160119.73, 38.429,-122.458,3.3, 10,PDE  
  2007,05,24,162140.16, 46.201,-122.197,2.7,  0,PDE  
  2007,05,24,221553.90, 38.917,-107.634,2.4,  1,PDE  
  2007,05,25,113529.49, 32.688,-116.065,3.3,  8,PDE  
  2007,05,25,114800.46, 32.685,-116.061,3.0,  9,PDE  
  2007,05,25,200430.47, 37.415,-118.527,3.4,  8,PDE  
  2007,05,25,223033.27, 37.417,-118.527,3.2,  9,PDE  
  2007,05,26,052457.30, 38.828,-107.517,2.8,  1,PDE  
  2007,05,26,080412.99, 37.419,-118.526,3.3,  8,PDE  
  2007,05,27,210322.11, 35.149, -95.976,3.2,  5,PDE  
  2007,05,28,034652.53, 37.779,-122.165,2.8,  8,PDE  
  2007,05,28,175034.85, 44.683,-116.099,2.7,  5,PDE  
  2007,05,28,205554   , 39.320,-111.990,2.9,  3,PDE  
  2007,05,29,030514   , 40.570,-111.940,2.3,  7,PDE  
  2007,05,29,085341   , 48.920,-123.050,2.8, 10,PDE  
  2007,05,29,210726   , 35.990, -89.890,2.5,  6,PDE  
  2007,05,30,213251.02, 42.107,-120.239,2.9,  4,PDE  
  2007,05,31,003231   , 46.930,-112.420,2.9,  5,PDE  
  2007,05,31,015744.69, 46.988, -72.887,3.0, 18,PDE  
  2007,05,31,020052.51, 42.105,-120.241,3.4,  5,PDE  
  2007,05,31,024519.47, 42.106,-120.244,3.2,  5,PDE  
  2007,05,31,045721.69, 42.110,-120.239,2.8,  6,PDE  
  2007,06,01,020837   , 32.675,-116.110,4.0, 11,PDE  
  2007,06,01,200952   , 32.425,-115.235,3.5,  2,PDE  
  2007,06,02,051126   , 33.872,-116.212,4.2,  4,PDE  
  2007,06,02,235602.55, 43.002, -70.882,1.9, 16,PDE  
  2007,06,03,023506.54, 42.995, -70.932,1.4, 16,PDE  
  2007,06,03,142940.32, 38.757,-122.710,2.5,  0,PDE  
  2007,06,03,160242.60, 45.127,-120.957,2.7, 19,PDE  
  2007,06,03,220508   , 37.210,-122.110,2.7, 12,PDE  
  2007,06,04,081509.23, 34.879,-119.229,3.7, 13,PDE  
  2007,06,04,085822.93, 38.511,-122.748,2.9,  4,PDE  
  2007,06,05,211307.67, 34.879,-119.225,3.5, 13,PDE  
  2007,06,08,140957.44, 46.202,-122.191,2.8,  0,PDE  
  2007,06,09,053915.13, 28.509,-112.143,3.8, 10,PDE  
  2007,06,09,104544.71, 36.929,-104.793,3.3,  1,PDE  
  2007,06,09,111010.79, 44.350, -68.167,2.1,  2,PDE  
  2007,06,10,043654.12, 33.878,-118.441,2.4, 15,PDE  
  2007,06,11,010346   , 37.483,-114.007,3.9,  6,PDE  
  2007,06,11,081349.38, 42.592,-111.341,2.7,  5,PDE  
  2007,06,12,072236.08, 37.542,-118.867,3.6,  9,PDE  
  2007,06,12,072343.15, 37.538,-118.864,4.6, 10,PDE  
  2007,06,12,073336.84, 37.540,-118.864,3.1,  9,PDE  
  2007,06,12,081450.85, 37.545,-118.866,2.9,  7,PDE  
  2007,06,12,123306.30, 37.546,-118.872,2.9, 10,PDE  
  2007,06,12,151110.41, 37.550,-118.874,3.5,  7,PDE  
  2007,06,13,003454.06, 37.537,-118.863,3.6,  9,PDE  
  2007,06,13,030636   , 32.740,-118.200,3.4,  6,PDE  
  2007,06,13,145034   , 33.697,-116.042,3.3, 12,PDE  
  2007,06,14,024043   , 45.370,-112.600,3.3, 11,PDE  
